Class,Filename,Filepath,Width,Height,FirstLevel,SecondLevel
Res,a990cc9327800e5e4da8b17de23744ff.tif,ImageSets\Res\a990cc9327800e5e4da8b17de23744ff.tif,114,173,Residential Districts,High-rise Residential Buildings
Com,a9decaf3ac4133651591e1ab8c00c229.tif,ImageSets\Com\a9decaf3ac4133651591e1ab8c00c229.tif,113,110,Commercial Zones,Business Tower
Com,aa11910a5bf319908619281ec2bcbb6e.tif,ImageSets\Com\aa11910a5bf319908619281ec2bcbb6e.tif,191,140,Commercial Zones,Shopping Center and Commercial Street
Com,aa20c478eedd0b7b8537a62b0dbe59bf.tif,ImageSets\Com\aa20c478eedd0b7b8537a62b0dbe59bf.tif,269,228,Commercial Zones,Office Campus
Res,aaedb41ea2ed476789fd64845fbbe720.tif,ImageSets\Res\aaedb41ea2ed476789fd64845fbbe720.tif,107,108,Residential Districts,High-rise Residential Buildings
Pub,ab36e89620b126675830bf0f1c8c1484.tif,ImageSets\Pub\ab36e89620b126675830bf0f1c8c1484.tif,223,226,Public Services,Educational and Research Institutions
Agr,ab6807b2d73de3f2691040af290cd9ce.tif,ImageSets\Agr\ab6807b2d73de3f2691040af290cd9ce.tif,490,353,Agriculture and Nature,Farmland
Pub,ab77a68bfcd37c889eaa5d5e6a77aa99.tif,ImageSets\Pub\ab77a68bfcd37c889eaa5d5e6a77aa99.tif,454,340,Public Services,Parks and Squares
Ind,ac0083977535bb1a2ed4e6cae4b16ca5.tif,ImageSets\Ind\ac0083977535bb1a2ed4e6cae4b16ca5.tif,231,274,Industrial Land,Industrial Park and Factory
Pub,ac01ef258f17de710a65405ffe409944.tif,ImageSets\Pub\ac01ef258f17de710a65405ffe409944.tif,186,216,Public Services,Educational and Research Institutions
Res,ac7d2414c6c93d17433bee5fdc182de1.tif,ImageSets\Res\ac7d2414c6c93d17433bee5fdc182de1.tif,176,178,Residential Districts,High-rise Residential Buildings
Pub,ad1f26b7c8c66bf380bfce974c51c663.tif,ImageSets\Pub\ad1f26b7c8c66bf380bfce974c51c663.tif,154,165,Public Services,Parks and Squares
Agr,ad675d7b00a8b6a7c700ed9a692f44c4.tif,ImageSets\Agr\ad675d7b00a8b6a7c700ed9a692f44c4.tif,216,205,Agriculture and Nature,Forestland and Grassland
Agr,adc8623f6f3e720c396ed6383d753b34.tif,ImageSets\Agr\adc8623f6f3e720c396ed6383d753b34.tif,312,197,Agriculture and Nature,Forestland and Grassland
Ind,add847d83dc3c2b2a06233cf57a18241.tif,ImageSets\Ind\add847d83dc3c2b2a06233cf57a18241.tif,170,189,Industrial Land,Industrial Park and Factory
Res,af3e38234ab9edf5b8f45b7f8b1f899e.tif,ImageSets\Res\af3e38234ab9edf5b8f45b7f8b1f899e.tif,158,285,Residential Districts,High-rise Residential Buildings
Res,af60fee10535d1e041a3f26fdad0bfef.tif,ImageSets\Res\af60fee10535d1e041a3f26fdad0bfef.tif,172,231,Residential Districts,High-rise Residential Buildings
Pub,af64a6e486e572017d8b449655e133b9.tif,ImageSets\Pub\af64a6e486e572017d8b449655e133b9.tif,176,119,Public Services,Educational and Research Institutions
Ind,af780d3c9eedc663120183c0667b6b52.tif,ImageSets\Ind\af780d3c9eedc663120183c0667b6b52.tif,126,132,Industrial Land,Industrial Park and Factory
Pub,afa4172029db28ef14605627b4491a91.tif,ImageSets\Pub\afa4172029db28ef14605627b4491a91.tif,138,120,Public Services,Non-profit Public Institutions(Museum; Stadium; Hospital)
Com,afab00ea33f1330cfea5eb155a5d5885.tif,ImageSets\Com\afab00ea33f1330cfea5eb155a5d5885.tif,184,177,Commercial Zones,Business Tower
Ind,afba54383f60c998061a90576935f704.tif,ImageSets\Ind\afba54383f60c998061a90576935f704.tif,200,210,Industrial Land,Industrial Park and Factory
Res,afe119376ec8d4065882a28c7c892416.tif,ImageSets\Res\afe119376ec8d4065882a28c7c892416.tif,233,237,Residential Districts,Villas and High-end Residences
Pub,afe1625fc1ac7f0420749d3b708538fa.tif,ImageSets\Pub\afe1625fc1ac7f0420749d3b708538fa.tif,251,172,Public Services,Educational and Research Institutions
Ind,b01f86e3bfd48886de785d5e3f532f2b.tif,ImageSets\Ind\b01f86e3bfd48886de785d5e3f532f2b.tif,722,903,Industrial Land,Industrial Park and Factory
Com,b025a99af0f41723b8fd8d460edffefe.tif,ImageSets\Com\b025a99af0f41723b8fd8d460edffefe.tif,126,153,Commercial Zones,Business Tower
Pub,b03ba0f8f4a1833e68d82891d85da7a1.tif,ImageSets\Pub\b03ba0f8f4a1833e68d82891d85da7a1.tif,135,147,Public Services,Parks and Squares
Agr,b0709bcb663389fbae1c9b22424d28aa.tif,ImageSets\Agr\b0709bcb663389fbae1c9b22424d28aa.tif,804,575,Agriculture and Nature,Farmland
Ind,b10addca1ba788c33367800d14b64adf.tif,ImageSets\Ind\b10addca1ba788c33367800d14b64adf.tif,726,1199,Industrial Land,Industrial Park and Factory
Ind,b120c78878ade6e3e82a0b11d82fb9dd.tif,ImageSets\Ind\b120c78878ade6e3e82a0b11d82fb9dd.tif,144,136,Industrial Land,Industrial Park and Factory
Com,b22bbc72f6946d5c3b8bf1d4b9df8589.tif,ImageSets\Com\b22bbc72f6946d5c3b8bf1d4b9df8589.tif,425,266,Commercial Zones,Office Campus
Com,b22d8a5eac266c0ba653720736db15ec.tif,ImageSets\Com\b22d8a5eac266c0ba653720736db15ec.tif,299,240,Commercial Zones,Office Campus
Agr,b2afc22d8289253fb802606acc666a78.tif,ImageSets\Agr\b2afc22d8289253fb802606acc666a78.tif,200,306,Agriculture and Nature,Farmland
Res,b2c189960fed0941b70da9603117d873.tif,ImageSets\Res\b2c189960fed0941b70da9603117d873.tif,257,174,Residential Districts,High-rise Residential Buildings
Agr,b2fc2eaf33dcad570a67bf6bb76d0245.tif,ImageSets\Agr\b2fc2eaf33dcad570a67bf6bb76d0245.tif,160,162,Agriculture and Nature,Wasteland
Res,b31abb058112f4e5d77b19eb77775673.tif,ImageSets\Res\b31abb058112f4e5d77b19eb77775673.tif,127,156,Residential Districts,High-rise Residential Buildings
Res,b36d8fa24fdb3868fd166e22c4bf26d1.tif,ImageSets\Res\b36d8fa24fdb3868fd166e22c4bf26d1.tif,285,329,Residential Districts,High-rise Residential Buildings
Agr,b38bdd11fa22778ac015f4e748095f5d.tif,ImageSets\Agr\b38bdd11fa22778ac015f4e748095f5d.tif,154,594,Agriculture and Nature,Forestland and Grassland
Pub,b3904de855ec8f4c98ab20dfc378e874.tif,ImageSets\Pub\b3904de855ec8f4c98ab20dfc378e874.tif,599,782,Public Services,Parks and Squares
Res,b42aac5a1fab092508146528ddb4b482.tif,ImageSets\Res\b42aac5a1fab092508146528ddb4b482.tif,389,125,Residential Districts,Urban Villages
Res,b4a14ec986982a517682c86984695367.tif,ImageSets\Res\b4a14ec986982a517682c86984695367.tif,167,137,Residential Districts,High-rise Residential Buildings
Ind,b4fa573ea8ebd8b68a033901abdc04d8.tif,ImageSets\Ind\b4fa573ea8ebd8b68a033901abdc04d8.tif,655,233,Industrial Land,Industrial Park and Factory
Agr,b52cc7b990a5463ff19d3b90e2f02b76.tif,ImageSets\Agr\b52cc7b990a5463ff19d3b90e2f02b76.tif,301,561,Agriculture and Nature,Wasteland
Agr,b5510c9bcd41a44634cd5c1df16629e6.tif,ImageSets\Agr\b5510c9bcd41a44634cd5c1df16629e6.tif,773,604,Agriculture and Nature,Farmland
Com,b5643c5a7c97cfca8fe4051ed81e14be.tif,ImageSets\Com\b5643c5a7c97cfca8fe4051ed81e14be.tif,144,208,Commercial Zones,Shopping Center and Commercial Street
Agr,b592d8356889921defd3cf48023a4296.tif,ImageSets\Agr\b592d8356889921defd3cf48023a4296.tif,1193,1265,Agriculture and Nature,Farmland
Agr,b5b9ea898a491e2ca831def7745e52e3.tif,ImageSets\Agr\b5b9ea898a491e2ca831def7745e52e3.tif,489,431,Agriculture and Nature,Farmland
Res,b5becfe5902d2314aa2de30d36e48c2d.tif,ImageSets\Res\b5becfe5902d2314aa2de30d36e48c2d.tif,136,186,Residential Districts,High-rise Residential Buildings
Ind,b5f0923561c0a2ef087d56c9ab0b53d0.tif,ImageSets\Ind\b5f0923561c0a2ef087d56c9ab0b53d0.tif,181,126,Industrial Land,Industrial Park and Factory
Agr,b64806c0705bd027ff8ea32408ce1552.tif,ImageSets\Agr\b64806c0705bd027ff8ea32408ce1552.tif,439,288,Agriculture and Nature,Farmland
Res,b65d0609cd10569a0fec34a43d6633ee.tif,ImageSets\Res\b65d0609cd10569a0fec34a43d6633ee.tif,302,186,Residential Districts,Urban Villages
Agr,b65ed02830b0f1588c10a4d4ad21d305.tif,ImageSets\Agr\b65ed02830b0f1588c10a4d4ad21d305.tif,598,325,Agriculture and Nature,Farmland
Pub,b7506efa48205d43121672d688d0e2f6.tif,ImageSets\Pub\b7506efa48205d43121672d688d0e2f6.tif,163,138,Public Services,Parks and Squares
Res,b79519973345dfb683365616edce19a6.tif,ImageSets\Res\b79519973345dfb683365616edce19a6.tif,178,277,Residential Districts,High-rise Residential Buildings
Agr,b7d981b3b40843781d6dd1932e043c57.tif,ImageSets\Agr\b7d981b3b40843781d6dd1932e043c57.tif,138,149,Agriculture and Nature,Farmland
Res,b8a9db77232099cd24323f0f601d9ba4.tif,ImageSets\Res\b8a9db77232099cd24323f0f601d9ba4.tif,232,197,Residential Districts,High-rise Residential Buildings
Pub,b996e7b4d83f090407580ee81760d3eb.tif,ImageSets\Pub\b996e7b4d83f090407580ee81760d3eb.tif,451,220,Public Services,Educational and Research Institutions
Agr,b9abd463760a8b306e6e32be9f3866ee.tif,ImageSets\Agr\b9abd463760a8b306e6e32be9f3866ee.tif,158,265,Agriculture and Nature,Farmland
Ind,ba4bfe482032d927f145cfb0e099929a.tif,ImageSets\Ind\ba4bfe482032d927f145cfb0e099929a.tif,141,211,Industrial Land,Industrial Park and Factory
Pub,ba571cc1d508242166640ae05d579879.tif,ImageSets\Pub\ba571cc1d508242166640ae05d579879.tif,307,146,Public Services,Educational and Research Institutions
Res,ba6e9275a61ccad4a4fc2cd86196c122.tif,ImageSets\Res\ba6e9275a61ccad4a4fc2cd86196c122.tif,315,318,Residential Districts,Urban Villages
Ind,ba95212bb4669786abff41f0b7f316bb.tif,ImageSets\Ind\ba95212bb4669786abff41f0b7f316bb.tif,474,789,Industrial Land,Industrial Park and Factory
Res,bae79f149b6ff9f6143e12e1acc302ce.tif,ImageSets\Res\bae79f149b6ff9f6143e12e1acc302ce.tif,202,167,Residential Districts,High-rise Residential Buildings
Agr,bb1ae72bf15a3c47489d15141ee9fded.tif,ImageSets\Agr\bb1ae72bf15a3c47489d15141ee9fded.tif,430,362,Agriculture and Nature,Water
Res,bb2a3adbb74c8e58ad60b9ba2083c041.tif,ImageSets\Res\bb2a3adbb74c8e58ad60b9ba2083c041.tif,201,195,Residential Districts,High-rise Residential Buildings
Ind,bb6dbc27954cae4078ace035e0fcfd3b.tif,ImageSets\Ind\bb6dbc27954cae4078ace035e0fcfd3b.tif,292,365,Industrial Land,Industrial Park and Factory
Com,bbe82dddeb09ea2068d4f2902fe41728.tif,ImageSets\Com\bbe82dddeb09ea2068d4f2902fe41728.tif,108,122,Commercial Zones,Shopping Center and Commercial Street
Res,bc95998de8238041a47b73d77f3b240c.tif,ImageSets\Res\bc95998de8238041a47b73d77f3b240c.tif,111,160,Residential Districts,High-rise Residential Buildings
Pub,bceb51bd2143b82ad9dc14ac1e393571.tif,ImageSets\Pub\bceb51bd2143b82ad9dc14ac1e393571.tif,612,379,Public Services,Educational and Research Institutions
Res,bd3af3c62e9119fc8e807db6f9b6a93b.tif,ImageSets\Res\bd3af3c62e9119fc8e807db6f9b6a93b.tif,254,200,Residential Districts,High-rise Residential Buildings
Pub,bdbc5476ae6f5b60576d15c85fa65f2a.tif,ImageSets\Pub\bdbc5476ae6f5b60576d15c85fa65f2a.tif,162,447,Public Services,Parks and Squares
Res,bdc71a06f0c9c424a2c17c62350dcf93.tif,ImageSets\Res\bdc71a06f0c9c424a2c17c62350dcf93.tif,137,185,Residential Districts,High-rise Residential Buildings
Ind,bdf4c6139efa8938f79f8723e9a8ba72.tif,ImageSets\Ind\bdf4c6139efa8938f79f8723e9a8ba72.tif,346,176,Industrial Land,Industrial Park and Factory
Com,be1889e8f9c0ab087c4e49bd62e17ee1.tif,ImageSets\Com\be1889e8f9c0ab087c4e49bd62e17ee1.tif,173,161,Commercial Zones,Office Campus
Agr,be3a6472ab56f91f1c13fdca60bd8367.tif,ImageSets\Agr\be3a6472ab56f91f1c13fdca60bd8367.tif,315,382,Agriculture and Nature,Wasteland
Res,be5c8b9cfa84cf834f44b8fc6b4657d3.tif,ImageSets\Res\be5c8b9cfa84cf834f44b8fc6b4657d3.tif,143,144,Residential Districts,Urban Villages
Pub,be618c903fdddd0ba3f43f6c142b884d.tif,ImageSets\Pub\be618c903fdddd0ba3f43f6c142b884d.tif,118,110,Public Services,Parks and Squares
Agr,bea16193d277e5f3ee1a7c12c6ab53c0.tif,ImageSets\Agr\bea16193d277e5f3ee1a7c12c6ab53c0.tif,177,193,Agriculture and Nature,Forestland and Grassland
Agr,bf06ee851e77e6da2484cdee5087e54b.tif,ImageSets\Agr\bf06ee851e77e6da2484cdee5087e54b.tif,217,259,Agriculture and Nature,Farmland
Pub,bf1777ca030004778ad50fb29d5c1d46.tif,ImageSets\Pub\bf1777ca030004778ad50fb29d5c1d46.tif,333,436,Public Services,Parks and Squares
Res,bf3515d1cc037a4e04f447b730ee30a1.tif,ImageSets\Res\bf3515d1cc037a4e04f447b730ee30a1.tif,286,465,Residential Districts,High-rise Residential Buildings
Com,bf44361738a3b169d180c12fbfcd7333.tif,ImageSets\Com\bf44361738a3b169d180c12fbfcd7333.tif,128,168,Commercial Zones,Business Tower
Ind,bf99827556f07a68432a49aaf3c1d586.tif,ImageSets\Ind\bf99827556f07a68432a49aaf3c1d586.tif,333,242,Industrial Land,Industrial Park and Factory
Agr,c01c68ff8f9f9e76cb907da9bb17a1d8.tif,ImageSets\Agr\c01c68ff8f9f9e76cb907da9bb17a1d8.tif,229,246,Agriculture and Nature,Wasteland
Agr,c0451b4d7772c2c6832baba544ed2203.tif,ImageSets\Agr\c0451b4d7772c2c6832baba544ed2203.tif,164,139,Agriculture and Nature,Forestland and Grassland
Agr,c051e0acc0f8188c3b5b7c3083cc8972.tif,ImageSets\Agr\c051e0acc0f8188c3b5b7c3083cc8972.tif,1053,683,Agriculture and Nature,Farmland
Pub,c09e66488f6c72dd643c45156a6905f8.tif,ImageSets\Pub\c09e66488f6c72dd643c45156a6905f8.tif,200,146,Public Services,Educational and Research Institutions
Com,c0b6a7563d5e1fda18703d4ecd40d3fb.tif,ImageSets\Com\c0b6a7563d5e1fda18703d4ecd40d3fb.tif,222,151,Commercial Zones,Shopping Center and Commercial Street
Com,c0e23880766081ef9fc167e4c5eb8bd6.tif,ImageSets\Com\c0e23880766081ef9fc167e4c5eb8bd6.tif,134,143,Commercial Zones,Office Campus
Ind,c13ced09c740b91f0c6164b7454b6828.tif,ImageSets\Ind\c13ced09c740b91f0c6164b7454b6828.tif,316,212,Industrial Land,Industrial Park and Factory
Pub,c16355f939e399830acece92f306a95e.tif,ImageSets\Pub\c16355f939e399830acece92f306a95e.tif,194,158,Public Services,Educational and Research Institutions
Pub,c1699f659ce1aeaaa50871f004238f08.tif,ImageSets\Pub\c1699f659ce1aeaaa50871f004238f08.tif,317,276,Public Services,Non-profit Public Institutions(Museum; Stadium; Hospital)
Com,c19bc054ea305e6580257ac911829ead.tif,ImageSets\Com\c19bc054ea305e6580257ac911829ead.tif,210,154,Commercial Zones,Office Campus
Res,c1b2e5fc031273491c2554a5dbd98184.tif,ImageSets\Res\c1b2e5fc031273491c2554a5dbd98184.tif,124,132,Residential Districts,High-rise Residential Buildings
Ind,c2a281af84ce561b717ed8dbedd9c89d.tif,ImageSets\Ind\c2a281af84ce561b717ed8dbedd9c89d.tif,195,118,Industrial Land,Industrial Park and Factory
Agr,c2a8c2bea083c942ca28ff971c4dc94a.tif,ImageSets\Agr\c2a8c2bea083c942ca28ff971c4dc94a.tif,1581,2944,Agriculture and Nature,Farmland
Res,c2f47d41036e124e528e1ca4a777cb78.tif,ImageSets\Res\c2f47d41036e124e528e1ca4a777cb78.tif,191,193,Residential Districts,High-rise Residential Buildings
Res,c307edc88b12d3a9edd0a7a66eb287e8.tif,ImageSets\Res\c307edc88b12d3a9edd0a7a66eb287e8.tif,128,123,Residential Districts,Villas and High-end Residences
Res,c416c9799e93fc0a9f922a682cdd96d5.tif,ImageSets\Res\c416c9799e93fc0a9f922a682cdd96d5.tif,205,233,Residential Districts,High-rise Residential Buildings
Ind,c41fb5d1d1c566eaae4a4606f09e93ef.tif,ImageSets\Ind\c41fb5d1d1c566eaae4a4606f09e93ef.tif,375,379,Industrial Land,Industrial Park and Factory
Agr,c4b1edf22e5339d65f92c61ea3173ef4.tif,ImageSets\Agr\c4b1edf22e5339d65f92c61ea3173ef4.tif,220,317,Agriculture and Nature,Water
Agr,c52a7839ce396eae50100b384b2d38fa.tif,ImageSets\Agr\c52a7839ce396eae50100b384b2d38fa.tif,903,992,Agriculture and Nature,Farmland
Com,c55fa7409eabd0a07924be3b1ca7950d.tif,ImageSets\Com\c55fa7409eabd0a07924be3b1ca7950d.tif,91,173,Commercial Zones,Office Campus
Pub,c5693a75b9043619c70414ce6d714e33.tif,ImageSets\Pub\c5693a75b9043619c70414ce6d714e33.tif,1027,865,Public Services,Parks and Squares
Agr,c5953d7582b5d292bccb7db9c5968ea1.tif,ImageSets\Agr\c5953d7582b5d292bccb7db9c5968ea1.tif,1269,821,Agriculture and Nature,Farmland
Ind,c59b30a5cdf0febc00175f9cdee7dc6c.tif,ImageSets\Ind\c59b30a5cdf0febc00175f9cdee7dc6c.tif,184,278,Industrial Land,Industrial Park and Factory
Pub,c5ab06cf32be39e7838c98d2cb4649eb.tif,ImageSets\Pub\c5ab06cf32be39e7838c98d2cb4649eb.tif,128,137,Public Services,Educational and Research Institutions
Com,c5c4b2d8efdc34ff1ddf12737d3a790f.tif,ImageSets\Com\c5c4b2d8efdc34ff1ddf12737d3a790f.tif,126,119,Commercial Zones,Commercial Market
Agr,c5d04ee1c508d75ac5f1f58a0857de08.tif,ImageSets\Agr\c5d04ee1c508d75ac5f1f58a0857de08.tif,203,232,Agriculture and Nature,Farmland
Ind,c5dd1f601925004ced2582eab75c9a18.tif,ImageSets\Ind\c5dd1f601925004ced2582eab75c9a18.tif,922,225,Industrial Land,Industrial Park and Factory
Pub,c5e8bc430b30affb4824e4bb398eae64.tif,ImageSets\Pub\c5e8bc430b30affb4824e4bb398eae64.tif,350,447,Public Services,Parks and Squares
Pub,c625133a6867e01bfc5add428135f247.tif,ImageSets\Pub\c625133a6867e01bfc5add428135f247.tif,218,179,Public Services,Non-profit Public Institutions(Museum; Stadium; Hospital)
Com,c62d983515d1e572a6c3f7f2542fd05d.tif,ImageSets\Com\c62d983515d1e572a6c3f7f2542fd05d.tif,352,230,Commercial Zones,Office Campus
Com,c641fce3cddb23426478654f280405a4.tif,ImageSets\Com\c641fce3cddb23426478654f280405a4.tif,349,254,Commercial Zones,Office Campus
Agr,c6d14ae197506c5cb007bce0c5bb1ea8.tif,ImageSets\Agr\c6d14ae197506c5cb007bce0c5bb1ea8.tif,2326,1858,Agriculture and Nature,Farmland
Pub,c70084ca3f8889c8649c1bf2a8a917ff.tif,ImageSets\Pub\c70084ca3f8889c8649c1bf2a8a917ff.tif,102,108,Public Services,Parks and Squares
Ind,c77986c145ee1a1deb8b3149030983f2.tif,ImageSets\Ind\c77986c145ee1a1deb8b3149030983f2.tif,311,283,Industrial Land,Industrial Park and Factory
Ind,c7a58f6961ff432a2cff4efc31c05501.tif,ImageSets\Ind\c7a58f6961ff432a2cff4efc31c05501.tif,270,198,Industrial Land,Industrial Park and Factory
Agr,c7e5b18ff76a7d4025852b9741d8813a.tif,ImageSets\Agr\c7e5b18ff76a7d4025852b9741d8813a.tif,677,295,Agriculture and Nature,Farmland
Ind,c91ada0035b842c3721dfcbd13fadc07.tif,ImageSets\Ind\c91ada0035b842c3721dfcbd13fadc07.tif,289,231,Industrial Land,Industrial Park and Factory
Pub,c9dff07b7704a982455fc3b59e7dc8bb.tif,ImageSets\Pub\c9dff07b7704a982455fc3b59e7dc8bb.tif,160,472,Public Services,Parks and Squares
Ind,c9f15168d92d8866c5c792dd668fa890.tif,ImageSets\Ind\c9f15168d92d8866c5c792dd668fa890.tif,227,151,Industrial Land,Industrial Park and Factory
Com,ca29796b0ed8282d74220431fe6d7c9a.tif,ImageSets\Com\ca29796b0ed8282d74220431fe6d7c9a.tif,213,224,Commercial Zones,Office Campus
Res,ca7b4d0eee11abd77e9fe63018681cc9.tif,ImageSets\Res\ca7b4d0eee11abd77e9fe63018681cc9.tif,244,108,Residential Districts,High-rise Residential Buildings
Pub,cabbfc0d1b3f7930464ad4124663333f.tif,ImageSets\Pub\cabbfc0d1b3f7930464ad4124663333f.tif,171,179,Public Services,Non-profit Public Institutions(Museum; Stadium; Hospital)
Pub,caf0a6375067eb85822cf058ec0e3bf4.tif,ImageSets\Pub\caf0a6375067eb85822cf058ec0e3bf4.tif,437,468,Public Services,Educational and Research Institutions
Agr,cb3ef6a7e95604e929a98f496b9e5a69.tif,ImageSets\Agr\cb3ef6a7e95604e929a98f496b9e5a69.tif,1268,620,Agriculture and Nature,Farmland
Res,cb4ec14d438a550c8e2f31c0cda60ce7.tif,ImageSets\Res\cb4ec14d438a550c8e2f31c0cda60ce7.tif,166,144,Residential Districts,High-rise Residential Buildings
Pub,cb8e0ff9ff91aa45f2a9dcc17bcf744b.tif,ImageSets\Pub\cb8e0ff9ff91aa45f2a9dcc17bcf744b.tif,294,246,Public Services,Educational and Research Institutions
Pub,cbb8a55be94b0c421e6bf78d4e7ec463.tif,ImageSets\Pub\cbb8a55be94b0c421e6bf78d4e7ec463.tif,329,163,Public Services,Educational and Research Institutions
Pub,cbecdfc08bc563e7dcb7fb7261e7bac5.tif,ImageSets\Pub\cbecdfc08bc563e7dcb7fb7261e7bac5.tif,570,451,Public Services,Parks and Squares
Ind,cbf7e9b84852871d5557910a09749d15.tif,ImageSets\Ind\cbf7e9b84852871d5557910a09749d15.tif,420,419,Industrial Land,Industrial Park and Factory
Res,cc871138d270c79ab7eec06f993b3521.tif,ImageSets\Res\cc871138d270c79ab7eec06f993b3521.tif,142,208,Residential Districts,High-rise Residential Buildings
Agr,cc9078be330c620138ef190cda7676de.tif,ImageSets\Agr\cc9078be330c620138ef190cda7676de.tif,451,991,Agriculture and Nature,Farmland
Ind,cc99e66dea6a8e8248b8293f3c3e810e.tif,ImageSets\Ind\cc99e66dea6a8e8248b8293f3c3e810e.tif,165,480,Industrial Land,Industrial Park and Factory
Ind,ccc0ae0f5389aed57843f1de6967ca4b.tif,ImageSets\Ind\ccc0ae0f5389aed57843f1de6967ca4b.tif,344,246,Industrial Land,Industrial Park and Factory
Com,ccc754160e54c9fee6abf80056b3ec1e.tif,ImageSets\Com\ccc754160e54c9fee6abf80056b3ec1e.tif,140,134,Commercial Zones,Commercial Market
Com,ccd86daeb294c196664b5a16a80d19cc.tif,ImageSets\Com\ccd86daeb294c196664b5a16a80d19cc.tif,165,150,Commercial Zones,Business Tower
Com,ccdbb8dc899790659b371a43df966f31.tif,ImageSets\Com\ccdbb8dc899790659b371a43df966f31.tif,141,140,Commercial Zones,Office Campus
Agr,cd370f7d4233c52e228b1a0769552d66.tif,ImageSets\Agr\cd370f7d4233c52e228b1a0769552d66.tif,1029,1373,Agriculture and Nature,Farmland
Agr,cd759c6d653217e46c4abc08cbe478a1.tif,ImageSets\Agr\cd759c6d653217e46c4abc08cbe478a1.tif,204,290,Agriculture and Nature,Farmland
Agr,cda8914e073fced20f459e099c3dd458.tif,ImageSets\Agr\cda8914e073fced20f459e099c3dd458.tif,969,1061,Agriculture and Nature,Mountain
Pub,ce1008e511a9efee7f4afb8163c3e8e9.tif,ImageSets\Pub\ce1008e511a9efee7f4afb8163c3e8e9.tif,176,135,Public Services,Non-profit Public Institutions(Museum; Stadium; Hospital)
Agr,cec8bed90a6539dd13eb057df1ddff8c.tif,ImageSets\Agr\cec8bed90a6539dd13eb057df1ddff8c.tif,169,176,Agriculture and Nature,Forestland and Grassland
Agr,cf4d32cc1c29b82220b7583b28f1f7b4.tif,ImageSets\Agr\cf4d32cc1c29b82220b7583b28f1f7b4.tif,231,196,Agriculture and Nature,Farmland
Ind,cf624a49d685d10ca27c346ceddf5a16.tif,ImageSets\Ind\cf624a49d685d10ca27c346ceddf5a16.tif,179,215,Industrial Land,Industrial Park and Factory
Res,cf7fd3bbb5b18a37e36b83e27d50b8e7.tif,ImageSets\Res\cf7fd3bbb5b18a37e36b83e27d50b8e7.tif,154,136,Residential Districts,High-rise Residential Buildings
Res,cf9ecc7c32454cf24a215013f29d8003.tif,ImageSets\Res\cf9ecc7c32454cf24a215013f29d8003.tif,257,233,Residential Districts,Villas and High-end Residences
Ind,cfeaae507adc0dc93067299031406de4.tif,ImageSets\Ind\cfeaae507adc0dc93067299031406de4.tif,181,230,Industrial Land,Industrial Park and Factory
Ind,cfeee20f592cee6fc3e7815d080b2d6e.tif,ImageSets\Ind\cfeee20f592cee6fc3e7815d080b2d6e.tif,439,415,Industrial Land,Industrial Park and Factory
Com,d01e51ed5ed35699c8b5fa069abab327.tif,ImageSets\Com\d01e51ed5ed35699c8b5fa069abab327.tif,179,108,Commercial Zones,Shopping Center and Commercial Street
Pub,d035685dd07a99d6d875e51fe4dd601c.tif,ImageSets\Pub\d035685dd07a99d6d875e51fe4dd601c.tif,226,284,Public Services,Non-profit Public Institutions(Museum; Stadium; Hospital)
Com,d0890174be390515a5083ca3e44045a7.tif,ImageSets\Com\d0890174be390515a5083ca3e44045a7.tif,121,144,Commercial Zones,Business Tower
Res,d0c4d5d68d18d50ae36b4c81b8038800.tif,ImageSets\Res\d0c4d5d68d18d50ae36b4c81b8038800.tif,314,229,Residential Districts,High-rise Residential Buildings
Pub,d0c6c609e34e92c211d98e343fd46c63.tif,ImageSets\Pub\d0c6c609e34e92c211d98e343fd46c63.tif,314,382,Public Services,Educational and Research Institutions
Com,d0ea847a355c0835ed9bb639e0e9b35c.tif,ImageSets\Com\d0ea847a355c0835ed9bb639e0e9b35c.tif,181,171,Commercial Zones,Office Campus
Pub,d10c36f64803274f55aa47539f27f9f1.tif,ImageSets\Pub\d10c36f64803274f55aa47539f27f9f1.tif,404,778,Public Services,Educational and Research Institutions
Agr,d1b842113a386ceaad4abd89631997f6.tif,ImageSets\Agr\d1b842113a386ceaad4abd89631997f6.tif,667,460,Agriculture and Nature,Farmland
Res,d23b3bf5cdcbc2f24209acab869c1866.tif,ImageSets\Res\d23b3bf5cdcbc2f24209acab869c1866.tif,296,200,Residential Districts,High-rise Residential Buildings
Pub,d29dda8a616921ea961e8ed49d925b21.tif,ImageSets\Pub\d29dda8a616921ea961e8ed49d925b21.tif,129,136,Public Services,Parks and Squares
Ind,d315fd7f82da18623d3ddaf09165c4b9.tif,ImageSets\Ind\d315fd7f82da18623d3ddaf09165c4b9.tif,175,177,Industrial Land,Industrial Park and Factory
Ind,d32af335fcfb93faa68b1d71fe334078.tif,ImageSets\Ind\d32af335fcfb93faa68b1d71fe334078.tif,246,266,Industrial Land,Industrial Park and Factory
Ind,d36eba11173cf07dc0e5f80b0c2f9773.tif,ImageSets\Ind\d36eba11173cf07dc0e5f80b0c2f9773.tif,222,393,Industrial Land,Industrial Park and Factory
Agr,d391ba20afacd3db9c05a72e080efca8.tif,ImageSets\Agr\d391ba20afacd3db9c05a72e080efca8.tif,597,420,Agriculture and Nature,Farmland
